rank,r1_quota,r1_institute,r1_course,r1_remarks,r2_quota,r2_institute,r2_course,r2_remarks,r3_quota,r3_institute,r3_course,r3_alloted_category,r3_candidate_category,r3_option_no,r3_remarks
1684,1905,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",M.S. (GENERAL SURGERY),Reported,-,-,-,-,Delhi Universit y Quota,"Lady Hardinge Medical College,L ady Hardinge Medical College, Delhi (NCT), 110001",M.S. (GENERA L SURGER Y),Open,General,6
1685,1906,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, BHAGALPUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
1686,1907,All India,"K.A.P.Viswanath am Government Medical College, Tiruchirapalli",M.D. (GENERAL MEDICINE),Not Reported,All India,Tirunelveli Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1687,1908,All India,Lady Hardinge Medical College,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
1688,1910,All India,"Government Medical College, Nagpur",M.D. (PAEDIATRICS),Not Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-
1689,1911,All India,"K.A.P.Viswanath am Government Medical College, Tiruchirapalli",M.D. (GENERAL MEDICINE),Reported,All India,MADRAS MEDICAL COLLEGE,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-
1690,1912,All India,Tirunelveli Medical College,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Not Reported,All India,Tirunelveli Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1691,1913,-,-,-,-,-,-,-,-,All India,"Gandhi Medical College, Bhopal,G andhi Medical College, Bhopal, Madhya Pradesh, 462001",M.D. (GENERA L MEDICIN E),Open,General,15
1692,1914,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (PAEDIATRICS),Reported,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-
1693,1915,All India,"PATNA MEDICAL COLLEGE, PATNA",M.D. (RADIO- DIAGNOSIS),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
1694,1916,All India,"K.A.P.Viswanath am Government Medical College, Tiruchirapalli",M.D. (GENERAL MEDICINE),Reported,All India,COIMBATORE MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1695,1917,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-
1696,1918,DNB Quota,"Ananthapuri Hospital and Research Institute,",(NBEMS) RADIO- DIAGNOSIS,Reported,DNB Quota,"Medical Trust Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-
1697,1919,All India,Government Medical College Kozhikode,M.D. (Emergency and Critical Care)/M.D. (Emergency Medicine),Not Reported,-,-,-,-,-,-,-,-,-,-
1698,1920,All India,"Ravindra Nath Tagore Medical College, Udaipur",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
1699,1921,DNB Quota,"Hindu Rao Hospital,",(NBEMS) GENERAL MEDICINE,Reported,-,-,-,-,All India,"Govt. Medical College, Bhavnag ar,Near. S.T. Bus Stand,Jai l Road, Bhavnag ar- 364001, Gujarat, 364001",M.D. (GENERA L MEDICIN E),Open,General,8
1700,1922,All India,"K.A.P.Viswanath am Government Medical College, Tiruchirapalli",M.D. (GENERAL MEDICINE),Reported,All India,"THANJAVUR MEDICAL COLLEGE, THANJAVUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1701,1923,DNB Quota,"Baby Memorial Hospital,",(NBEMS) PAEDIATRICS,Not Reported,All India,Government Medical College Kozhikode,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-
1702,1924,All India,"Pandit Dindayal Upadhyay Medical College, RAJKOT","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-,-,-,-,-
1703,1925,All India,Guru Gobind Singh Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
1704,1926,All India,MADRAS MEDICAL COLLEGE,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
1705,1927,All India,NIL RATAN SIRCAR MEDICAL COLLEGE,M.S. (GENERAL SURGERY),Not Reported,-,-,-,-,-,-,-,-,-,-
1706,1928,All India,"GOVT. MEDICAL COLLEGE, THIRUVANANT HAPURAM",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
1707,1929,All India,GANDHI MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
1708,1930,All India,"Sri Venkateswara Institute of Medical Sciences (SVIMS), A State University estd. by Govt. of A.P.",M.D. (GENERAL MEDICINE),Reported,All India,Rangaraya Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1709,1931,All India,"Maharashtra Post Graduate Institute of Medical Education and Research, Nashik",M.D. (GENERAL MEDICINE),Not Reported,All India,Guru Gobind Singh Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1710,1932,-,-,-,-,All India,North Bengal Medical College,M.D. (GENERAL MEDICINE),Not Reported,All India,"Burdwan Medical College, West Bengal,B urdwan Medical College, West Bengal, West Bengal, 713104",M.D. (GENERA L MEDICIN E),Open,General,13
1711,1933,All India,"NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, JABALPUR",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
1712,1935,All India,Andhra Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
1713,1938,DNB Quota,"Ananthapuri Hospital and Research Institute,",(NBEMS) RADIO- DIAGNOSIS,Reported,DNB Quota,"Aster Medcity, Kuttisahib Road,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-
1714,1939,All India,"Government Medical College, Latur",M.D. (GENERAL MEDICINE),Not Reported,All India,"DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE, NANDED",M.D. (GENERAL MEDICINE),Not Reported,All India,"Pimpri Chichwa d Municipal Corporati on Postgrad uate Institute Y.C.M.H ospital Pimpri,P une 18,Dean Office, Y.C.M.H ospital, Sant Tukaram nagar Pimpri, Pune, Maharas htra, 411018",M.D. (GENERA L MEDICIN E),Open,General,8
1715,1940,DNB Quota,"Fortis Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-,-,-,-,-
1716,1941,All India,Andhra Medical College,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,All India,Rangaraya Medical College,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Not Reported,-,-,-,-,-,-
1717,1942,All India,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
1718,1943,-,-,-,-,Managem ent/Paid Seats Quota,"Kasturba Medical College Mangalore, Manipal Academy of Higher Education, Mangalore",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1719,1944,All India,"Karnataka Institute of Medical Sciences, Hubballi",M.D. (GENERAL MEDICINE),Not Reported,All India,MYSORE MEDICAL COLLEGE AND RESEARCH INSTITUTE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1720,1946,All India,"Siddhartha Medical College, Vijayawada",M.D. (GENERAL MEDICINE),Reported,All India,Rangaraya Medical College,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-
1721,1947,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
1722,1948,All India,"GOVERNMENT MEDICAL COLLEGE KADAPA (FORMERLY RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES, KADAPA)",M.D. (GENERAL MEDICINE),Reported,All India,Kakatiya Medical College,M.D. (GENERAL MEDICINE),Reported,All India,"Rangara ya Medical College, Rangara ya Medical College Beside SP Office , Pithapur am Road, Kakinada , Andhra Pradesh, 533003",M.D. (GENERA L MEDICIN E),Open,General,6
1723,1949,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (PAEDIATRICS),Not Reported,All India,"Sri Venkateswara Institute of Medical Sciences (SVIMS), A State University estd. by Govt. of A.P.",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1724,1950,DNB Quota,"Deen Dayal Upadhyay Hospital,",(NBEMS) GENERAL MEDICINE,Not Reported,All India,"Government Medical College, Surat",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1725,1951,All India,"JAWAHAR LAL NEHRU MEDICAL COLLEGE, AJMER",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
1726,1952,All India,"NETAJI SUBHASH CHANDRA BOSE MEDICAL COLLEGE, JABALPUR",M.D. (RADIO- DIAGNOSIS),Reported,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1727,1953,-,-,-,-,All India,North Bengal Medical College,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-
1728,1954,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,All India,"Universit y College of Medical Sciences ,Universit y College of Medical Sciences , Delhi (NCT), 110095",M.D. (Obst. and Gynae)/M S (Obstetric s and Gynaecolo gy),Open,General,7
1729,1955,All India,Bangalore Medical College and Research Institute,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
1730,1956,All India,"ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, BASAIDARAPU R, NEW DELHI",M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-
1731,1957,All India,Maulana Azad Medical College,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
1732,1958,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,-,-,-,-,-,-,-,-,-,-
1733,1959,All India,IPGME&R and SSKM Hospital Kolkata,M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-,-,-,-,-
1734,1960,All India,Indira Gandhi Medical College Shimla,M.D. (PAEDIATRICS),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
1735,1961,All India,"Ravindra Nath Tagore Medical College, Udaipur","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,All India,"Sardar Patel Medical College, Bikaner",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
1736,1962,All India,"Government Mohan Kumaramangala m Medical College, Salem",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
1737,1963,DNB Quota,"SETH V. C. GANDHI and M. A. VORA MUNICIPAL GENERAL HOSPITAL (RAJAWADI HOSPITAL), Maharashtra",(NBEMS) DERMATOLOG Y and VENEREOLOGY and LEPROSY,Reported,-,-,-,-,DNB Quota,"Aravind Eye Hospital, ,Aravind Eye Hospital Poonam allee High Rd, opposite Saveetha Dental College, Noombal , Chennai, Tamil Nadu, 600077",(NBEMS) OPHTHAL MOLOGY,Open,General,1
1738,1964,All India,GANDHI MEDICAL COLLEGE,M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-
1739,1965,All India,"BELAGAVI INSTITUTE OF MEDICAL SCIENCES, BELAGAVI",M.D. (GENERAL MEDICINE),Not Reported,All India,"Government Medical College, Miraj",M.D. (GENERAL MEDICINE),Reported,All India,"Dr.V.M.G ovt.Medi cal College, Solapur, Maharast htra,In front of district court civil chowk Dr.V.M.G ovt.Medi cal College, Solapur, Maharast htra, Maharas htra, 413003",M.D. (GENERA L MEDICIN E),Open,General,8
1740,1966,All India,EMPLOYEES STATE INSURANCE CORPORATION MEDICAL COLLEGE AND PGIMSR,M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-,-,-,-,-
1741,1967,All India,Bangalore Medical College and Research Institute,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-
1742,1968,DNB Quota,"Max Super Specialty Hospital,",(NBEMS) RADIO- DIAGNOSIS,Not Reported,DNB Quota,Dr. B L Kapur Memorial Hospital,(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-
1743,1969,All India,"S.V. Medical College, Tirupathi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
1744,1970,-,-,-,-,All India,Midnapore Medical College and Hospital,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1745,1971,-,-,-,-,DNB Quota,"Yashoda Hospital,",(NBEMS) RADIO- DIAGNOSIS,Not Reported,DNB Quota,"Yashoda Hospital, ,ALEXAN DER ROAD, BESIDE HARIHA RA KALABH AVAN, NEAR CLOCK TOWER, SECUND ERBAD, Telangan a, 500003",(NBEMS) RADIO- DIAGNOS IS,Open,General,11
1746,1972,All India,"Mahatma Gandhi Memorial Medical College, Indore",M.D. (PAEDIATRICS),Reported,All India,"B.J.Government Medical College, Pune",M.D. (PAEDIATRICS),Reported,All India,"Sawai Man Singh Medical College, JAIPUR, Sawai Man Singh Medical College, JLN Marg, Jaipur- 302004, Rajastha n, 302004",M.D. (PAEDIAT RICS),Open,General,8
1747,1974,-,-,-,-,All India,"Siddhartha Medical College, Vijayawada",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1748,1975,All India,"Regional Institute of Medical Sciences, Imphal",M.D. (RADIO- DIAGNOSIS),Not Reported,All India,"Government Medical College, Surat",M.D. (RADIO- DIAGNOSIS),Reported,All India,"Governm ent Medical College, Auranga bad,Gov ernment Medical College, Auranga bad, Maharas htra, 431001",M.D. (RADIO- DIAGNOS IS),OBC,OBC,30
1749,1976,All India,"Srirama Chandra Bhanja Medical College, CUTTACK",M.D. (PSYCHIATRY),Not Reported,All India,"Maharaja Krushna Chandra Gajapati Medical College , Brahmapur","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-
1750,1977,All India,"Karnataka Institute of Medical Sciences, Hubballi","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Not Reported,-,-,-,-,-,-,-,-,-,-
1751,1978,All India,"Sher-i-Kashmir Institute of Medical Sciences, Srinagar,J&K",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
1752,1979,All India,"GOVT. MEDICAL COLLEGE, THIRUVANANT HAPURAM",M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-,-,-,-,-
1753,1980,DNB Quota,"Fortis Hospital, Shalimar Bagh",(NBEMS) RADIO- DIAGNOSIS,Not Reported,All India,Assam Medical College,M.D. (RADIO- DIAGNOSIS),Reported,All India,"Regional Institute of Medical Sciences , Imphal,R egional Institute of Medical Sciences , Imphal, Lamphel pat, Manipur, 795004",M.D. (RADIO- DIAGNOS IS),Open,General,40
1754,1981,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (PAEDIATRICS),Not Reported,All India,Ganesh Shankar Vidyarthi Memorial Medical College,M.D. (GENERAL MEDICINE),Reported,All India,"KING GEORG ES MEDICA L UNIVER SITY,KIN G GEORG ES MEDICA L UNIVER SITY, Shahme ena Road, Chowk, Lucknow -226003, Uttar Pradesh, 226003",M.D. (GENERA L MEDICIN E),EWS,EWS,7
1755,1982,Delhi Universit y Quota,University College of Medical Sciences,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
1756,1983,All India,"S.V. Medical College, Tirupathi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
1757,1984,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",M.S. (ORTHOPAEDIC S),Reported,All India,"Grant Medical College, Maharashtra",M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-
1758,1985,DNB Quota,"Lourdes Hospital,",(NBEMS) RADIO- DIAGNOSIS,Not Reported,DNB Quota,"Apollo Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-
1759,1986,All India,Indira Gandhi Medical College Shimla,M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
1760,1987,All India,"Vardhman Mahavir Medical College, , New Delhi",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
1761,1988,All India,Government Medical College Kota,M.D. (GENERAL MEDICINE),Reported,All India,Moti Lal Nehru Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1762,1989,Delhi Universit y Quota,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
1763,1990,All India,Kakatiya Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
1764,1991,-,-,-,-,All India,"Sardar Patel Medical College, Bikaner",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
1765,1993,Manage ment/Pai d Seats Quota,"Kasturba Medical College Manipal, Manipal Academy Of Higher Education, Manipal",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
1766,1994,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (PAEDIATRICS),Not Reported,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (PAEDIATRICS),Not Reported,-,-,-,-,-,-
1767,1995,All India,"Mahatma Gandhi Memorial Medical College, Indore",M.D. (GENERAL MEDICINE),Reported,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1768,1996,All India,"Mahatma Gandhi Memorial Medical College, Indore",M.D. (GENERAL MEDICINE),Not Reported,All India,"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),Reported,All India,"Kakatiya Medical College, Kakatiya Medical College, Telangan a, 506007",M.D. (GENERA L MEDICIN E),Open,OBC,4
1769,1998,-,-,-,-,All India,"Govt. Medical College, Bhavnagar",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1770,1999,All India,"Hinduhridayasa mrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra",M.S. (ORTHOPAEDIC S),Not Reported,-,-,-,-,-,-,-,-,-,-
1771,2000,-,-,-,-,All India,"VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BU RLA","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-
1772,2001,IP Universit y Quota,"PGIMER, DR. RML Hospital",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
1773,2002,All India,"Regional Institute of Medical Sciences, Imphal",M.D. (GENERAL MEDICINE),Not Reported,All India,"Regional Institute of Medical Sciences, Imphal",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-
1774,2003,All India,"Sarojini Naidu Medical College, AGRA",M.D. (GENERAL MEDICINE),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
1775,2004,All India,GOVT MEDICAL COLLEGE KOTTAYAM,M.S. (GENERAL SURGERY),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
1776,2005,-,-,-,-,All India,"Rims Medical College, Ongole,",M.D. (RADIO- DIAGNOSIS),Reported,All India,"GOVT MEDICA L COLLEG E, ANANTA PURAM U,GOVT MEDICA L COLLEG E, ANANTA PURAM U, Andhra Pradesh, 515001",M.D. (RADIO- DIAGNOS IS),Open,General,16
1777,2006,Delhi Universit y Quota,University College of Medical Sciences,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
1778,2007,All India,"Government T D Medical College, Vandanm , Alappuzha",M.D. (PAEDIATRICS),Seat Surrende red,All India,Government Medical College Kozhikode,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-
1779,2009,-,-,-,-,All India,GOA MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Seat Surrende red,All India,"Rajarshe e Chhatrap ati Shahu Maharaj Governm ent Medical College, Kolhapur ,R.K. Nagar Road, Shenda Park, Kolhapur , Maharas htra, Maharas htra, 416012",M.D. (GENERA L MEDICIN E),Open,General,26
1780,2010,All India,"Siddhartha Medical College, Vijayawada",M.D. (GENERAL MEDICINE),Reported,All India,Kakatiya Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1781,2011,All India,"Grant Medical College, Maharashtra",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,-,-,-,-,-,-,-,-,-,-
1782,2012,All India,COIMBATORE MEDICAL COLLEGE,M.D. (PAEDIATRICS),Not Reported,All India,"Pandit Dindayal Upadhyay Medical College, RAJKOT",M.D. (RADIO- DIAGNOSIS),Reported,All India,"Ganesh Shankar Vidyarthi Memorial Medical College, Ganesh Shankar Vidyarthi Memorial Medical College, Uttar Pradesh, 208002",M.D. (RADIO- DIAGNOS IS),OBC,OBC,21
1783,2013,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (PAEDIATRICS),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
1784,2014,-,-,-,-,All India,"DR. SHANKARRAO CHAVAN GOVERNMENT MEDICAL COLLEGE, NANDED",M.D. (RADIO- DIAGNOSIS),Not Reported,All India,"GOVER NMENT MEDICA L COLLEG E KADAPA (FORME RLY RAJIV GANDHI INSTITU TE OF MEDICA L SCIENC ES, KADAPA ),GOVER NMENT MEDICA L COLLEG E KADAPA (FORME RLY RAJIV GANDHI INSTITU TE OF MEDICA L SCIENC ES, KADAPA ), Andhra Pradesh, 516002",M.D. (RADIO- DIAGNOS IS),Open,General,35
1785,2015,All India,MADURAI MEDICAL COLLEGE,M.D. (PAEDIATRICS),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
1786,2016,-,-,-,-,-,-,-,-,DNB Quota,"Bansal Hospital,, C- Sector Shahpur a, Bhopal, Madhya Pradesh, 462016",(NBEMS) GENERAL MEDICIN E,Open,OBC,4
1787,2017,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.S. (ORTHOPAEDIC S),Not Reported,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.S. (ORTHOPAEDIC S),Seat Surrende red,All India,"Governm ent medical college patiala., Governm ent medical college patiala., Punjab, 147001",M.D. (RADIO- DIAGNOS IS),OBC,OBC,25
1788,2019,-,-,-,-,All India,"VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BU RLA",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
1789,2020,All India,MADRAS MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
1790,2021,All India,STANLEY MEDICAL COLLEGE,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,All India,Bangalore Medical College and Research Institute,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-
1791,2022,DNB Quota,"M.I.O.T. Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,All India,MADRAS MEDICAL COLLEGE,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-
1792,2023,All India,GUNTUR MEDICAL COLLEGE,M.D. (PAEDIATRICS),Not Reported,All India,"S.V. Medical College, Tirupathi",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-
1793,2024,-,-,-,-,All India,Government Medical College Srinagar,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
1794,2025,-,-,-,-,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (RADIO- DIAGNOSIS),Reported,All India,"Universit y College of Medical Sciences ,Universit y College of Medical Sciences , Delhi (NCT), 110095",M.D. (RADIO- DIAGNOS IS),SC,SC,5
1795,2026,All India,"GOVT MEDICAL COLLEGE, ANANTAPURAM U","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Not Reported,All India,MADRAS MEDICAL COLLEGE,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-
1796,2027,-,-,-,-,All India,"Maharaja Krushna Chandra Gajapati Medical College , Brahmapur",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-
1797,2028,All India,"Srirama Chandra Bhanja Medical College, CUTTACK",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
1798,2029,DNB Quota,"Jaypee Hospital,",(NBEMS) RADIO- DIAGNOSIS,Seat Surrende red,All India,"Govt. Medical College, Baroda",M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-
1799,2031,All India,KING GEORGES MEDICAL UNIVERSITY,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
1800,2032,All India,Maulana Azad Medical College,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
1801,2033,All India,"Mahatma Gandhi Institute of Medical Sciences, Wardha",M.D. (GENERAL MEDICINE),Not Reported,All India,"Mahatma Gandhi Institute of Medical Sciences, Wardha",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-
1802,2035,DNB Quota,"Kokilaben Dhirubhai Ambani Hospital and Medical Research Institute,",(NBEMS) GENERAL MEDICINE,Not Reported,-,-,-,-,-,-,-,-,-,-
1803,2036,-,-,-,-,All India,"Regional Institute of Medical Sciences, Imphal",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
1804,2037,All India,"Srirama Chandra Bhanja Medical College, CUTTACK",M.D. (PAEDIATRICS),Reported,All India,"VSS INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,BU RLA",M.D. (GENERAL MEDICINE),Reported,All India,"North Bengal Medical College, North Bengal Medical College, West Bengal, 734012",M.D. (GENERA L MEDICIN E),Open,General,9
