rank,r1_quota,r1_institute,r1_course,r1_remarks,r2_quota,r2_institute,r2_course,r2_remarks,r3_quota,r3_institute,r3_course,r3_alloted_category,r3_candidate_category,r3_option_no,r3_remarks
167,197,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
168,198,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (RADIO- DIAGNOSIS),Reported,All India,University College of Medical Sciences,M.D. (RADIO- DIAGNOSIS),Reported,All India,"Dr Ram Manohar Lohia Institute of Medical Sciences , Lucknow, Dr Ram Manohar Lohia Institute of Medical Sciences , Lucknow, Uttar Pradesh, 226010",M.D. (RADIO- DIAGNOS IS),Open,General,1
169,199,All India,Maulana Azad Medical College,M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
170,200,All India,Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
171,201,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
172,202,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
173,203,All India,Bangalore Medical College and Research Institute,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
174,204,All India,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
175,205,-,-,-,-,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (GENERAL MEDICINE),Reported,All India,"IPGME& R and SSKM Hospital Kolkata,2 44, Acharya J. C. Bose Road, Kolkata- 700020, West Bengal, 700020",M.D. (PATHOL OGY),Open,General,3
176,206,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
177,207,All India,"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
178,208,All India,MADRAS MEDICAL COLLEGE,"M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-,-,-,-,-
179,209,All India,Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
180,211,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
181,212,-,-,-,-,All India,Indira Gandhi Medical College Shimla,M.S. (GENERAL SURGERY),Not Reported,-,-,-,-,-,-
182,213,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
183,214,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.S. (ORTHOPAEDIC S),Reported,-,-,-,-,-,-,-,-,-,-
184,215,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,All India,"Universit y College of Medical Sciences ,Universit y College of Medical Sciences , Delhi (NCT), 110095",M.D. (RADIO- DIAGNOS IS),OBC,OBC,10
185,216,All India,"Govt. Medical College, Baroda",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
186,217,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
187,218,All India,University College of Medical Sciences,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
188,219,All India,"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
189,220,All India,Government Medical College Kozhikode,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
190,221,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
191,222,All India,IPGME&R and SSKM Hospital Kolkata,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
192,223,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
193,224,All India,MADRAS MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
194,225,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
195,226,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
196,227,All India,"Vardhman Mahavir Medical College, , New Delhi",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
197,228,All India,"Sher-i-Kashmir Institute of Medical Sciences, Srinagar,J&K",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
198,229,All India,MADRAS MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
199,230,All India,"Government Medical College, Nagpur",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
200,231,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
201,232,All India,Osmania Medical Collge,M.D. (GENERAL MEDICINE),Reported,All India,GANDHI MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
202,233,Delhi Universit y Quota,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
203,235,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
204,236,All India,"Govt. Medical College, Baroda",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
205,238,All India,"Government Medical College, Nagpur",M.D. (RADIO- DIAGNOSIS),Reported,All India,"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
206,239,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,-,-,-,-,-,-,-,-,-,-
207,240,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
208,241,Delhi Universit y Quota,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
209,242,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
210,243,All India,"Dr Ram Manohar Lohia Institute of Medical Sciences, Lucknow",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
211,244,All India,GANDHI MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
212,245,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
213,246,All India,Bangalore Medical College and Research Institute,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
214,247,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (GENERAL MEDICINE),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
215,248,All India,"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
216,249,All India,Maulana Azad Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
217,250,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
218,251,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
219,253,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,All India,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
220,254,All India,"TATA MEMORIAL CENTRE, MUMBAI",M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
221,255,All India,KING GEORGES MEDICAL UNIVERSITY,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
222,257,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
223,258,All India,"MEDICAL COLLEGE, KOLKATA",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
224,259,All India,"GOVT. MEDICAL COLLEGE AND HOSPITAL, CHANDIGARH",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
225,260,All India,Bangalore Medical College and Research Institute,M.D. (GENERAL MEDICINE),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
226,261,All India,Bangalore Medical College and Research Institute,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
227,262,IP Universit y Quota,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
228,263,All India,"PGIMER, DR. RML Hospital",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
229,264,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
230,265,All India,"Grant Medical College, Maharashtra",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
231,266,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
232,267,All India,Lady Hardinge Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
233,268,IP Universit y Quota,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
234,269,All India,"PGIMER, DR. RML Hospital",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
235,270,-,-,-,-,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
236,271,All India,"TATA MEMORIAL CENTRE, MUMBAI",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,All India,"MADRA S MEDICA L COLLEG E,EVR PERIYA R SALAI, CHENNA I-03, Tamil Nadu, 600003",M.S. (GENERA L SURGER Y),Open,General,1
237,272,Banaras Hindu Universit y,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
238,273,IP Universit y Quota,"PGIMER, DR. RML Hospital",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
239,274,All India,"Vardhman Mahavir Medical College, , New Delhi",M.S. (GENERAL SURGERY),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
240,275,Delhi Universit y Quota,Lady Hardinge Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
241,276,All India,GOVT MEDICAL COLLEGE KOTTAYAM,M.D. (GENERAL MEDICINE),Seat Surrende red,All India,GOVT MEDICAL COLLEGE KOTTAYAM,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
242,277,All India,MADRAS MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
243,278,All India,Bangalore Medical College and Research Institute,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
244,279,IP Universit y Quota,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
245,280,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (RADIO- DIAGNOSIS),Reported,All India,"Grant Medical College, Maharashtra",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
246,281,All India,Maulana Azad Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
247,283,All India,"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),Not Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
248,284,All India,Osmania Medical Collge,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
249,285,All India,MADURAI MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
250,286,All India,Osmania Medical Collge,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
251,287,All India,"Govt. Medical College, Baroda",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
252,288,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
253,289,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
254,290,All India,IPGME&R and SSKM Hospital Kolkata,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
255,291,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY",M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
256,292,All India,"Dr Ram Manohar Lohia Institute of Medical Sciences, Lucknow",M.D. (RADIO- DIAGNOSIS),Reported,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,All India,"Sawai Man Singh Medical College, JAIPUR, Sawai Man Singh Medical College, JLN Marg, Jaipur- 302004, Rajastha n, 302004",M.D. (RADIO- DIAGNOS IS),Open,General,10
257,293,All India,GOVT MEDICAL COLLEGE KOTTAYAM,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
258,294,DNB Quota,"Kerala Institute of Medical Sciences,",(NBEMS) RADIO- DIAGNOSIS,Reported,All India,"GOVT. MEDICAL COLLEGE, THIRUVANANT HAPURAM","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,DNB Quota,"Kerala Institute of Medical Sciences , ,PB NO.1, ANAYAR A PO, TRIVAN DRUM, Kerala, 695024",(NBEMS) RADIO- DIAGNOS IS,Open,General,2
259,295,Delhi Universit y Quota,Maulana Azad Medical College,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
260,296,All India,"GOVT. MEDICAL COLLEGE, THIRUVANANT HAPURAM",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
261,297,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
262,298,All India,"PGIMER, DR. RML Hospital","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-,-,-,-,-
263,299,All India,"PGIMER, DR. RML Hospital",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
264,300,IP Universit y Quota,"Vardhman Mahavir Medical College, , New Delhi",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
265,301,All India,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
266,302,All India,STANLEY MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
267,303,All India,MADRAS MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
268,304,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
269,305,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
270,306,All India,"B.J.Government Medical College, Pune",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
271,308,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
272,309,All India,Bangalore Medical College and Research Institute,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
273,310,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Not Reported,-,-,-,-,-,-
274,311,All India,"INSTITUTE OF MEDICAL SCIENCES, BANARAS HINDU UNIVERSITY","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,All India,Lady Hardinge Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-
275,312,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
276,313,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
277,314,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (RADIO- DIAGNOSIS),Seat Surrende red,-,-,-,-,-,-,-,-,-,-
278,316,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
279,317,All India,INDIRA GANDHI GOVT.MEDICAL COLLEGE NAGPUR,M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
280,318,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (Obst. and Gynae)/MS (Obstetrics and Gynaecology),Reported,-,-,-,-,-,-,-,-,-,-
281,319,All India,"Government Medical College, Nagpur",M.D. (GENERAL MEDICINE),Not Reported,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
282,320,All India,Maulana Azad Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
283,321,All India,"GOVT. MEDICAL COLLEGE, THIRUVANANT HAPURAM",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
284,323,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
285,324,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.D. (RADIO- DIAGNOSIS),Not Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
286,325,All India,"PGIMER, DR. RML Hospital",M.S. (GENERAL SURGERY),Reported,-,-,-,-,-,-,-,-,-,-
287,326,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
288,327,All India,University College of Medical Sciences,M.D. (GENERAL MEDICINE),Reported,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
289,329,All India,MADRAS MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
290,330,-,-,-,-,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,All India,"TATA MEMORI AL CENTRE , MUMBAI ,OFFICE OF THE DIRECT OR ACADE MICS, 13TH FLOOR, HOMI BHABHA BLOCK, TATA MEMORI AL HOSPIT AL, PAREL, MUMB, Maharas htra, 400012",M.D. (RADIO- DIAGNOS IS),Open,General,4
291,331,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
292,332,-,-,-,-,All India,"PGIMER, DR. RML Hospital",M.S. (GENERAL SURGERY),Reported,All India,"Maulana Azad Medical College, Maulana Azad Medical College, Delhi (NCT), 110002",M.S. (GENERA L SURGER Y),Open,General,2
293,333,All India,Maulana Azad Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
294,334,All India,Lady Hardinge Medical College,M.D. (GENERAL MEDICINE),Seat Surrende red,All India,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-
295,335,All India,"TATA MEMORIAL CENTRE, MUMBAI",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
296,336,All India,IPGME&R and SSKM Hospital Kolkata,M.D. (RADIO- DIAGNOSIS),Reported,All India,Maulana Azad Medical College,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
297,337,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
298,338,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
299,339,All India,Bangalore Medical College and Research Institute,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
300,340,All India,"TATA MEMORIAL CENTRE, MUMBAI",M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
301,341,All India,"Vardhman Mahavir Medical College, , New Delhi","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-,-,-,-,-
302,342,All India,STANLEY MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
303,343,All India,Osmania Medical Collge,M.D. (GENERAL MEDICINE),Not Reported,All India,"Government Medical College, Nagpur",M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-
304,344,All India,"Sri Venkateswara Institute of Medical Sciences (SVIMS), A State University estd. by Govt. of A.P.",M.D. (GENERAL MEDICINE),Not Reported,All India,"Grant Medical College, Maharashtra",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-
305,345,All India,"JAWAHARLAL NEHRU MEDICAL COLLEGE, ALIGARH MUSLIM UNIVERSITY STATE UTTAR",M.D. (GENERAL MEDICINE),Not Reported,All India,"GOVT. MEDICAL COLLEGE, THIRUVANANT HAPURAM",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
306,346,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
307,347,All India,"ESI-POST GRADUATE INSTITUTE OF MEDICAL SCIENCES AND RESEARCH, BASAIDARAPU R, NEW DELHI","M.D. (DERM.,VENE. and LEPROSY)/ (DERMATOLOG Y)/(SKIN and VENEREAL DISEASES)/(VE NEREOLOGY)",Reported,-,-,-,-,-,-,-,-,-,-
308,348,All India,"TATA MEMORIAL CENTRE, MUMBAI",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
309,349,IP Universit y Quota,"PGIMER, DR. RML Hospital",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
310,350,All India,Government Medical College Kozhikode,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
311,351,All India,Bangalore Medical College and Research Institute,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
312,352,All India,Lady Hardinge Medical College,M.D. (PAEDIATRICS),Reported,-,-,-,-,-,-,-,-,-,-
313,353,All India,GANDHI MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
314,354,All India,"Indira Gandhi Institute of Medical Sciences, Patna",M.D. (GENERAL MEDICINE),Reported,All India,"Pandit Bhagwat Dayal Sharma Post Graduate Institute of Medical Sciences, Rohtak",M.D. (GENERAL MEDICINE),Reported,All India,"TOPIWA LA NATION AL MEDICA L COLLEG E,TOPIW ALA NATION AL MEDICA L COLLEG E B Y L Nair Ch Hospital, Dr. A.L. Nair Rd, Mumbai Central, Mumbai, Maharas htra, 400008",M.D. (GENERA L MEDICIN E),Open,General,10
315,355,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
316,356,All India,"Sawai Man Singh Medical College, JAIPUR",M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
317,357,IP Universit y Quota,"Vardhman Mahavir Medical College, , New Delhi",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
318,358,All India,"B. J. MEDICAL COLLEGE, Ahmedabad",M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
319,359,All India,"MEDICAL COLLEGE, KOLKATA",M.D. (RADIO- DIAGNOSIS),Not Reported,-,-,-,-,-,-,-,-,-,-
320,360,All India,MADURAI MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
321,361,All India,LOKMANYA TILAK MEDICAL COLLEGE MUMBAI,M.S. (ORTHOPAEDIC S),Not Reported,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
322,362,All India,NIZAMS INSTITUTE OF MEDICAL SCIENCES,M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-,-,-,-,-
323,363,All India,"Government Medical College, Nagpur",M.D. (GENERAL MEDICINE),Not Reported,-,-,-,-,-,-,-,-,-,-
324,364,All India,MADRAS MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
325,366,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (GENERAL MEDICINE),Not Reported,All India,"Seth Gordhandas Sunderdas Medical College, MUMBAI",M.D. (GENERAL MEDICINE),Reported,-,-,-,-,-,-
326,367,All India,STANLEY MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-,-,-,-,-
327,368,DNB Quota,"Sir Ganga Ram Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,All India,TOPIWALA NATIONAL MEDICAL COLLEGE,M.D. (RADIO- DIAGNOSIS),Reported,-,-,-,-,-,-
328,369,DNB Quota,"Sir Ganga Ram Hospital,",(NBEMS) RADIO- DIAGNOSIS,Reported,-,-,-,-,-,-,-,-,-,-
